,text,label
4154,20-day SSC exam begins today; students must reach early for papers,0
4155,University of Mysore hopes to be in Top 100 in varsity ranking,0
4156,Act against PM for code breach in 'silence period': Congress to Election Commission,0
4157,Pune resident complain of garbage burning during morning hours,0
4158,Ban On ‘Tik Tok’ App Verdict Stands Delayed; Supreme Court Judges Addicted To App Themselves,1
4159,"Chhota Rajan arrest: Arvind Kejriwal visits Bali, seeks control of Indonesian police",1
4160,Parle G Sales Down After Mamata Does A Chai-Wala,1
4161,UPA Government to table “Right to Girlfriend” bill in Parliament »,1
4162,Pakistan at the cross-roads: Insights into the the Land of the Pure »,1
4163,LEAKED: Gmail Inbox of Jayanthi Natarajan after her resignation,1
4164,Inspiring: Salman Khan spends 2 minutes on the footpath to understand what beggars go through.,1
4165,2 days after video of man beating wife is shot; she is found murdered,0
4166,Delhi winter is what Priyadarshini misses the most in Mumbai,0
4167,PM Narendra Modi God's gift to India; messiah for the poor: Venkaiah Naidu,0
4168,"Vijay Mallya echoes Afridi’s statement, says he’s got more love from Indian banks than elsewhere",1
4169,Madhya Pradesh: Farm owner booked after boy's death in borewell,0
4170,Couple drinks poison; ends life in police vehicle in Chennai,0
4171,Parle; ITC; Cadbury among firms giving up currency-friendly price tags,0
4172,Former UoM VC laments political intervention in functioning of educational institutions,0
4173,5 killed; 2 injured in road accidents due to fog in Uttar Pradesh,0
4174,Staff of airport ground handlingagency protest after co shuts op,0
4175,AAP demands re election inNagpurLokSabhaconstituencydue to voters list goof ups,0
4176,Medha Patkar to start Super 30 batch to teach protest skills to thirty underprivileged students,1
4177,Multi-storey underground parking at Ramlila ground gets rolling,0
4178,"After loss, Dhoni exhorts Team India to raise level of game for sake of Poonam behna’s honour »",1
4179,Cong; MNS workers clash in Vikhroli over hawkers and English signboards,0
4180,'Assaulted' by teacher fortnight back; UP Dalit teen 'dies of injuries',0
4181,Mumbai: 'Only circumstantial evidence; murder case sans witness',0
4182,Brazil banks: Serasa says bankruptcy filings slump in February,0
4183,Baba gives the clarion call – Join Baba’s 11000 in the War against Corruption »,1
4184,Biplab Deb’s Latest Nugget: Kolkata Bridge Collapsed Due To Bad Numerology.,1
4185,Reconciliation should not equate Afghan govt; insurgents: India,0
4186,Goa: AAP; TMC want to 'finish' Congress for BJP's gain; says Francisco 'Mickky' Pacheco,0
4187,Pakistan Declares Balakot A Tourist Destination Due To Maximum Number Of Foreigners’ Footfall,1
4188,Affection between Telangana; Andhra Pradesh remains same: KT Rama Rao,0
4189,Congress MLAs stage walkout; Naina Chautala; her supporter legislators skip session,0
4190,Initial euphoria wanes; India Inc worried about Modi government's 'lack of boldness',0
4191,Woman; 76; dies of Covid-19 as Goa reports highest single-day spike,0
4192,'Conflicted' Vikram Rathour shortlisted for batting coach role at NCA,0
4193,"Delhi Police Arrest 6, Register 100 FIRs for Being Sad – India Happiness Index Row",1
4194,Bored Indian PM caught watching Chammak Challo on YouTube at G-20 meet »,1
4195,Fund fight: Why population became a sticking point for Centre and states,0
4196,Mulayam Singh Yadav asks Arjun Tendulkar to practice bowling in his compound to evade media glare,1
4197,J&K floods: Massive rescue operation under way; Srinagar submerged,0
4198,Forest department requests govt to constitute trust for conservation of wild elephants,0
4199,"Infosys mistakenly sends offer letters to 500 candidates, later hires them anyway",1
4200,PMC to tap treated & well water for using in gardens; cleaning vehicles,0
4201,Delhi Unlock: In first week; monuments see abysmally low footfall,0
4202,Malala Celebrated Completing Oxford University Degree; Says path To Hollywood is Clear Now,1
4203,Engineer invents trimmer that’s powered by the internet,1
4204,Man misses No Nut November due to extremely busy schedule,1
4205,Harley-Davidson: Trump says 'getting nothing' after India reduces tariffs on motorcycles,0
4206,Delhi court upholds Ansal brothers' conviction for evidence tampering,0
4207,72 Oxygen cylinders sourced in 2 hours save 73 lives in Kolkata,0
4208,Man arrested for washing his hand in just 19 seconds,1
4209,TCS partners Intel to aid customers' digital transformations,0
4210,Ahmedabad: Grandson booked for using 70-year-old woman for begging,0
4211,Neeraj Pandey announces film on 500/1000 ban: “A Wednesday Re-MODIfied”,1
4212,Young Hinkal residents keen on saving Chaakanakere from jaws of encroachers,0
4213,Freight; coal costs up; power to be dearest in Punjab in region,0
4214,Paan Singh Tomar's kin die in bloody clash over land in Chambal,0
4215,Facebook Wall: Reactions to EXPLOSIVE story on Nehru spying on Bose’s Family,1
4216,"Neha Dhupia supports Kanika Kapoor, says it’s her choice",1
4217,In Pictures: Reactions of Indian celebrities to the Greek referendum,1
4218,IIM-Indore records 100 % placement; highest salary at Rs 49 lakh,0
4219,Ex-CISF man moves court against poor portrayal of police in Darbar,0
4220,NZ central bank looks ahead to faster inflation; earlier hike,0
4221,Mani Shankar Aiyar: India is losing in Australia because of Modi’s visit,1
4222,Khushi Shah on Friendship Day says 'Friendship is the most powerful weapon in our lives',0
4223,Kolkata: Dead fish spotted again in Lake; KMDA plans to inject liquid oxygen into water,0
4224,PM conveys concerns over trade imbalance with China to Wen Jiabao,0
4225,UnReal Toon: Be sure to ask this while booking a railway ticket,1
4226,"Hunters become the hunted: AAP’s internal Lokpal raids Finance Minister, CBI Headquarters",1
4227,Nadal to change his spelling from Rafael to RaFAIL at behest of Ektaa Kapoor’s astro-numerologist,1
4228,BJP Criticises Congress For India Not Having Its Own Social Media App In 70 Years Of Congress Rule,1
4229,Airline charges extra to a person without legs as he was enjoying extra leg room space,1
4230,I'm not interested in being a 'heroine'; I want to play good characters: Rachita Ram,0
4231,Swacch Bharat Mission actor Janak Thakkar cleans up wedding venue,0
4232,"Nadav Lapid, who called The Kashmir Files a vulgar Propaganda, requests Vivek Agnihotri to make The Israel Files",1
4233,Rajkummar Rao says he was 'blown away' by the narration of 'Mental Hai Kya',0
4234,College wants MBBS students to pay Rs 15L per year; moves court,0
4235,Congress Leaders Share X-Ray Reports Following Modi’s Claims That Demonetisation Broke The Backbone Of Corruption.,1
4236,Aman Verma: I would love to settle down in Hyderabad someday,0
4237,Bihar: 2 wks after rape survivor's death; convict gets 10yrs in jail,0
4238,Delhi Chief Minister Arvind Kejriwal To Sit On An Indefinite Fast From March 1 For Alliance With Congress,1
4239,Was hesitant to be part of Jhalak Dikhhla Jaa: Siddharth Shukla,0
4240,"Congress Leader Ahmed Patel Books Resort in MP, Chhattisgarh and Rajasthan After Exit Polls Show Close Contest",1
4241,Monkeys let loose reign of terror in South City again; vandalise property,0
4242,"To maintain law and order, Kejriwal advocates odd-even rule for riots based on religion",1
4243,AP woman; 74; delivering twins via IVF ethically incorrect: Doctors,0
4244,Inspiring: Man Saves Million Lives By Disconnecting Yashraj Mukhate’s Internet,1
4245,Pakistan To Drag Om Prakash Mishra To International Court Of Justice,1
4246,De-clog plan for Chingrighata with two FOBs and removal of signals,0
4247,Aam Aadmi Party leaders claim Arvind Kejriwal was Savarkar in his last birth,1
4248,AajTak Reporter Accidentally Hangs Himself While Trying To Re-create Sushant Singh Rajput’s Suicide Scene,1
4249,Employees caught Moonlighting while Protesting against Unemployment during daytime,1
4250,Ananya Pandey Asks Chunkey Pandey To Undergo Sex Change To Keep Up With The Kardashians,1
4251,"Impressed by Dhoni’s finishing abilities, G Company gangster HV Illyasi approaches him with supari »",1
4252,Headmaster fined for stealing mid-day meal ration in Haryana,0
4253,"Sonia Gandhi breaks silence on Baba Ramdev agitation, says “Kya Fa?t Hai” »",1
4254,Muslim Gay Couple Seeks Nikah Halala After Triple Talaq; Maulana Baffled,1
4255,Mensa International to send a team to Bihar to uncover secret behind the Bihari voter’s high IQ,1
4256,In Tweets: If Kejriwal were Tamil Nadu’s CM during Chennai floods,1
4257,Punjab Chief Minister wants victims' socio-economic profiling done,0
4258,First case of demonetisation-related HIV after man has unprotected sex with an ATM machine,1
4259,Indians getting more proactive about security in cyber world,0
4260,Surat Municipal Corporation to demolish dilapidated building,0
4261,"Congress demands Delimitation,asks Commission to reduce seats as it doesn’t have enough leaders left anymore",1
4262,"Kim Kardashian, Kanye West And Their Fans Shocked With Kim and Kanye’s Divorce News",1
4263,"Russia Declared Winner Of The 2022 FIFA WorldCup As Every Country Refuses To Play Against It, Giving Russia A Complete Walkover",1
4264,INIFD Students of the design institute INIFD created a ripple with their designs,0
4265,Rain hits supply; prices of leafy vegetables spike in retail market in Pune,0
4266,"Arvind Kejriwal to build toilet in Puducherry, eagerly awaits Kabali First Day First Show ticket",1
4267,India exported 18L tonnes of wheat as 'food aid' since May restrictions: Govt,0
4268,Ajay Devgn fined for riding only one bike at a time,1
4269,Finance minister Arun Jaitley in hospital; to skip G20 meeting,0
4270,Kejriwal & Sisodia Travel To Pakistan; To Undergo Electric Shocks To Establish Adani Power’s Claims,1
4271,Champions League: Neymar double eases Barcelona past poor PSG,0
4272,Bhopal: Residents fume over way ahead in time of searing summer,0
4273,Karnataka govt involved in vindictive politics: Jagadish Shettar,0
4274,Delhi sizzles at 45.6 degree Celsius; relief only by weekend,0
4275,MLA Kadu hit by unidentified biker in Amt; being treated at Ngp,0
4276,Chak De: Mumbai moral policeman ACP Dhoble appointed Indian hockey coach »,1
4277,"Taking cue from Modi, Trump promises to bring back billions of deleted emails from Hillary’s mailbox",1
4278,Samuthirakani-starrer 'Appa' enthralls students of city school,0
4279,Jaipur: 40 trains of Jaipur railway division cancelled in April,0
4280,Switzerland awards this year’s Milestone Tourism Award to the Bollywood Film Industry,1
4281,"Facebook Wall: Politicians react to Anna agitation, Rahul’s vanishing act and other developments",1
4282,Vicky Kaushal Hires Cowin Developer To Generate Codes So Lesser Guest Can Get Codes,1
4283,Newspaper industry hit by rising circulation numbers: “It’s shocking that people still read us”,1
4284,Rubber plantation catching farmers' fancy in Arunachal Pradesh,0
4285,Panipuri Seller Takes Out Time From His Busy Schedule To Build An Ecosystem Of His Ideology In The Internet,1
4286,Top 3 parties show unique features; says political scientist,0
4287,Educators feel MCQ-based tests just not the right fit for postgrad courses,0
4288,Tyre burst on Yamuna e-way kills top cop's teenage nieces; injures 5,0
4289,SC Imposes Blanket Ban On Yellow Goggles,1
4290,Karan Johar Launches Online Counseling Session Specifically For Star Kids To Ensure They’re Never Depressed,1
4291,Cyclone Fani Affects Only Non-BJP Ruled States; Mamata Suspects Conspiracy By Modi,1
4292,Ranchi Municipal Corporation launches Point of Sale service for easy tax pay,0
4293,Pakistan Government Admits Sheltering Osama Bin Laden; Says “Had named and shamed him in private.”,1
4294,Ganesh Chaturthi: More pandals on Mumbai's roads this year than in 2015; says BMC,0
4295,Kim Jong Un shoots himself after found corona positive,1
4296,Rice export scam: Govt blocks CBI probe; 20 babus go scot-free,0
4297,Pet dog helps catch man who raped woman with learning difficulties,0
4298,Madhya Pradesh: From October 1; students to mark attendance using biometrics,0
4299,ISIS head: Recession in terrorism as people not gathering and we don’t have places to plant bombs,1
4300,Carbon dating technology unambiguously establishes Shahid Afridi’s age to be 19 years »,1
4301,"COMIC: PM Narendra Modi trolls Nawaz Sharif, this time in Russia",1
4302,Hyderabad HC directive to Andhra Pradesh in 'abduction' case,0
4303,Typo in discharge form costs hospital dear; told to pay 1.45 lakh to patient,0
4304,Man Feels Less Hatred For Capitalists After Getting Oxygen From Ambani’s Jamnagar Plant,1
4305,E-punching plan for government employees fails to take off in Kerala,0
4306,Didi Provides Aid To Game Of Thrones Fans After Show Ends,1
4307,Delhi LG asks CM Arvind Kejriwal to show Delhi Teachers Finland on Google Maps,1
4308,Maharashtra govt must make time to meet marching farmers: Ajit Pawar,0
4309,Mission College Admission: How to choose the right college?,1
4310,Modi Govt Cancels All The Upcoming And Future Elections After Some V-Dem Institute Declares India Not Democratic Country,1
4311,Tamil Nadu faces 11% water deficit; stares at acute crisis: Study,0
4312,Election Commission may club Congress with NOTA for elections going forward,1
4313,Trump walks out of meeting with Democratic leaders on border wall,0
4314,Govt to create 1 million skilled manpower in next five years,0
4315,"Amit Shah hails Bill Gates, says he too memorizes people’s number plates to monitor them",1
4316,Surgical Strike Was An Inside Job: Revealed #ParakramDiwas,1
4317,Aamir Khan Divorces Yet Again To Come In Hollywood Celebrities League,1
4318,"Why is Modi bent on increasing life expectancy, when population explosion is at its peak?",1
4319,Voltas unveils new ATM AC that automatically turns off if user comes in just for cool air,1
4320,Facebook Wall: Reactions to Indian Army’s surgical strikes on terrorist camps across LoC,1
4321,Exclusive with Hardik Patel: Leader presses case for Axar Patel’s selection to Indian team,1
4322,Supreme Court Judges Order PM Modi to Pass a Bill that Criminalises Criticising Judges,1
4323,The perfect guide to keeping Guests away,1
4324,Demand for Guru Nanak's 'chakki' leads to call for other lost Sikh religious articles,0
4325,IAS officer's mother opposes Congress plan to field wife in bypoll,0
4326,Digangana Suryavanshi plays princess in this period fantasy drama,0
4327,Delhi: Blaze of glory! 700 firefighters from 12 states gather for first sports event,0
4328,Photos: Kangana Ranaut goes through prosthetic measurements; preps for 'Thalaivi',0
4329,PM Narendra Modi to tour Australia again to normalize relations after the Kohli-Johnson spat,1
4330,Divyanka Tripathi catches up with her BFFs from Bhopal after a long time,0
4331,Mysuru stinks as indefinite strike by civic workers enters third day,0
4332,Anti-CAA-NRC protestors demand to be shifted to Pakistan after Pakistan bans Dabang 3,1
4333,Buying pvt land in Mulund for racecourse may not be feasible,0
4334,"Joe Biden mistakes Trudeau for Ukrainian President Zelenskyy, reaches Ukraine",1
4335,IIT To Revoke Chetan Bhagat’s Engineering Degree Following His Sexts Leak,1
4336,"“I provide leadership as a brand ambassador, not by taking a stand on issues” Rahul Gandhi on Lokpal »",1
4337,IPL 9: Delhi Daredevils face Kings XI Punjab in battle of underachievers,0
4338,Failed Class 10 students may be readmitted as regulars in Gujarat,0
4339,"Brother Hospitalized after Sister Ties Rakhi Too Tightly, Ban Rakshabandhan?",1
4340,IRCTC rewards user who cracked captcha in first attempt,1
4341,Wife who was caught sleeping with her boyfriend says it was just an April Fool Prank,1
4342,Pakistan suspends bilateral trade with India; terrorists to officially join Pakistan Army,1
4343,Ashneer Grover Starts Meditation Ahead of LIC IPO,1
4344,Govind Pansare murder case: Accused have no say in further probe; says Bombay HC,0
4345,Bathinda AIIMS: Manpreet Singh Badal; Harsimrat Kaur Badal in war of words,0
4346,Karnataka High Court stays order banning rowdy from Mandya district,0
4347,Lt Gen Rath gets clean chit; VK Singh virtually indicted by army tribunal,0
4348,PM Modi assures he’ll come up with positive expansion for “MAYAWATI” after Dayashankar Singh’s remarks,1
4349,Rural cops want fast track trial for Kuhi rape and dacoity case,0
4350,Telangana sees 805 new Covid cases; downward trend continues,0
4351,Maharashtra govt clears decks for 5;000 Mhada colonies' redevelopment,0
4352,In Haryana; domicile-based job quota in private sector from January 15,0
4353,Increasing fatalities blamed on delay in admission to hospitals,0
4354,Real significance of Recent Assembly Elections »,1
4355,Court confirms ED seizure order worth Rs 749 crore against Jagan Mohan Reddy; others,0
4356,Delhi: Did not target Rajiv Gandhi; had never asked Alka Lamba to resign; claims AAP,0
4357,Ahmedabad Municipal Corporation allocates Rs 50 lakh for heritage conservation,0
4358,Facebook Wall: The gifts Santa got for various Indian politicians and celebrities,1
4359,SC lets varsities give preference to own students on 25% of PG medical seats,0
4360,Kejriwal returns to Delhi after rumours that footage of Delhi diseases will be premiered as a movie,1
4361,Paralympic shot putter has no funds to compete in 'world games',0
4362,Pune techie Rasila's murder: 'Implement buddy system for female staff',0
4363,Mahua Moitra to launch her own financial services company after her trading tip on Adani goes viral,1
4364,"On Delhi’s birth centenary, Mamata demands that nation’s capital be rolled back to Kolkata »",1
4365,ICE cotton hits lowest point since January as harvest prospects weigh,0
4366,Play Shivaji Underground in Bhimnagar Mohalla reaches 700 shows,0
4367,Opposition to Protest Outside PM Office Against No Fuel Hike,1
4368,Andhra Pradesh CM YS Jagan Mohan Reddy to meet his party MLAs today,0
4369,UnReal Toon: Public reaction to BJP leader’s remarks on smoking not causing cancer,1
4370,UnReal Toon: A poor Indian farmer reacts to the Rapist getting interviewed on National TV,1
4371,Local court accepts plea against Shah Rukh-Salman for entering temple with shoes on,0
4372,Pollution in India's cities draws residents back to rural life,0
4373,Forest fire: Toll rises to 16 as 2 more women die; 4 critical,0
4374,I-T raids several 'individuals' in Karnataka; CM Kumaraswamy leads protest,0
4375,Delhi NCR: Is it a right time to invest in Crossings Republik?,0
4376,"Denied Euthanasia, TMC MLAs in West Bengal Join BJP",1
4377,Bollywood Celebrities Mistakenly Take Covid Vaccine After Reading Covaxin As Cocaine,1
4378,LEAKED: Gmail Inbox of Pakistan cricketing legend Shahid Afridi,1
4379,Hyderabad lost considerable green cover in the name of development,0
4380,COMIC: PM Modi trolls Nawaz Sharif – Part III,1
4381,Narendra Modi Nominated For Rajiv Gandhi Khel Ratna Award,1
4382,"ISIS confirms being hit by recession, plans major cutdown in headcount",1
4383,Mayawati warns of embracing Buddhism if BJP; RSS don't stop communal propaganda,0
4384,"After leopard escapes once again, Rahul Gandhi to visit Bangalore zoo",1
4385,Class XII girl wants to continue study; moves HC to stop marriage,0
4386,Marc Andreessen impact: Baba Ramdev to launch desi version of Facebook named ‘Mukhanjali’,1
4387,51 Bollywood celebrities file a petition to add “Hindu Muslim Sikh Isai” in the national anthem,1
4388,Congress Spokesperson Srinivas asks Rahul Gandhi to apologise to Rahul Gandhi for calling Rahul Gandhi Pappu,1
4389,Expert Suggests Arnab’s Leaked Chats Are Fake Seeing Arnab Let Other Person Reply In Chats,1
4390,"Emulating Hockey India, generous BCCI announces Rs.25,000 cash award to Team India players »",1
4391,Pakistani Man Breaks The World Record By Jumping From 8000 Meters Without A Parachute. Funeral To Be Held Tomorrow,1
4392,Lucknow Smart City board to discuss Kaiserbagh revamp in meet,0
4393,Alka Lamba calls veteran actor Mehmood a fraud for making the movie ‘Kunwara Baap’,1
4394,Greta Thunberg Urges Donald Trump To Use Eco-Friendly Bombs While Bombing Iran,1
4395,"Award Wapsi impact: FedEx, DHL record sharp increase in 3rd quarter profits",1
4396,Transcript: “Times Now” debates the breakdown of talks between the govt. and Team Anna »,1
4397,Delhi: How Covid virus is settling deep down in lungs; making diagnosis tough,0
4398,Times launches Bollywood star-rating index: Kareena; Salman on top,0
4399,14 Filmmakers Quarantine Themselves After Priyanka Chopra Tells Oprah Winfrey That One Filmamaker Once Asked Her To Strip Down To Underwear,1
4400,India records 2nd highest domestic air traffic growth in February,0
4401,Ranu Mondal’s Songs Not Audible in the Apple’s AirPods Pro With Noise Cancellation,1
4402,Govt not controlling violent protests to collect stones thrown by protestors for building Ram Mandir,1
4403,Facebook Wall: Indian Cricket fans celebrate Team India’s victory over Bangladesh in Asia Cup final,1
4404,Hyderabad: Quantum leap in new-age tech jobs at IIT placements,0
4405,No cabinet berth; Jawalamukhi MLA in Delhi to meet central BJP leaders,0
4406,Debris from Kangana’s Office Demolition To Be Used For Filling Potholes: BMC,1
4407,Man makes his dog wear lay’s packet after he couldn’t find a proper mask,1
4408,Maharaja out of way; Vistara to announce fleet expansion; international plans soon,0
4409,I'm glad that my work will reach maximum people through Amitabh Bachchan: Vijay Barse,0
4410,Government releases Modi the Hugger 2016 calendar to promote his diplomacy initiatives,1
4411,never met nirmala only ive power to form probe panel says governor in sex case,0
4412,Journalist mistakenly interviews Bollywood actor Imran Khan instead of Pakistani cricket legend »,1
4413,MP's star siblings: Morena girl tops CA finals; brother comes 18th,0
4414,Facebook Wall: Players react to South Africa’s heartbreaking exit from World Cup 2015,1
4415,Kanak Resources vans being modified to handle dry; wet waste,0
4416,Priyanka Chopra’s Husband Nick Jonas Mistaken For Autowallah During Delhi’s Wedding Reception,1
4417,Facebook Wall: National Herald case accused Sonia and Rahul Gandhi appear in Patiala House Court,1
4418,Chetan Bhagat's rendezvous with students of Gurgaon University,0
4419,Police catch gym instructor disguised as health worker who was visiting his trainees to see if they are training properly,1
4420,Thiruvalluvar statue shipped to Malaysia for Thirukkural meet,0
4421,Poor Farmers At Singhu Border Gift Journalist iPhone 12 Pro After The Journalist iPhone 11 Got Stolen,1
4422,Serial kisser Emraan Hashmi roped in as brand ambassador for Benetton’s UnHate India campaign »,1
4423,Cops for covering gaping holes in security of district courts,0
4424,Rajya Sabha Chairman to train MPs on Subramanian Swamy’s acronyms ahead of latter’s nomination,1
4425,Rain takes Chandigarh by surprise; cloudy weather to continue,0
4426,Samsung's 64MP camera sensor might show up in this brand's smartphone first,0
4427,EPS group plans general secretary poll; OPS camp says it's 'illegal',0
4428,Kochi: Cases spike; but flat residents callous about Covid protocols,0
4429,Chennai Central station staff under scanner for railway parcel scam go on sick leave,0
4430,Lockdown effect: Eid celebrations to be different this time in Bihar,0
4431,Maharashtra: 3 held for misusing govt site to issue fake final vaccination certificates,0
4432,Delhi: 3 arrested for killing 38-year-old man in Nand Nagri over enmity,0
4433,Relative denied promotion; NCP woman activist slaps civic babu,0
4434,Harvey not likely to weigh much on farm freight; logistics-Cargill CEO,0
4435,"Kanhaiya Kumar offers solution to Indo-Pak World Cup match imbroglio, suggests JNU as venue",1
4436,Kerala Man Caught Smuggling Petrol In His Rectum,1
4437,School bus collides with truck; 16 kids injured near Dhrangadhra,0
4438,Election Results: Celebrations at BJP office; workers dance to Bihu songs,0
4439,Why didn't Gujarat cops arrest bookie in old case there; asks defence,0
4440,The New York Times responds to Obama’s write-up on Modi in TIME’s 100 most influential persons list,1
4441,Modi jacket sales surge as couples hit upon plan to deceive Bajraj Dal on Valentine’s day,1
4442,"Inspired by Ra.One, Goldie Behl to produce epic super-hero flick, Indian Avengers »",1
4443,"US Justifies Buying Oil From Russia, Says We Are Burning the Oil We Are Buying From Russia",1
4444,TRANSCRIPT: How did Sonia get Chidambaram and Pranab to make up »,1
4445,"US requests India to keep Rajdeep Sardesai away from Republic Day venue, citing security concerns",1
4446,"Study Suggests That By The Year 2022, There Will Be Atleast One FIR Against Every Citizen",1
4447,"In a glaring mix-up, Pandit Jasraj arrested instead of Sudheendra Kulkarni »",1
4448,COMIC: When Kejriwal hit upon a master plan to avoid getting slapped,1
4449,Renuka Shahane demands children police for protestor kids,1
4450,"Case Filed Against Nymble, A Robot Manufacturing Company For Giving Its Cooking Robot A Female Name — Julia",1
4451,Assembly session likely to discuss measures to ensure women's safety,0
4452,"Pakistan Applies For Loan To Get SonyLiv Subscriptions For Its Army, Asks Army To Watch #Avrodh and understand Indian Army’s Surgical Strike",1
4453,Government to give a facelift to five old museums in Bihar soon,0
4454,Delhi: Man poses as jailed gangster; makes a Rs 2 crore extortion call,0
4455,E-highway's Nagpur to Shirdi section can open by November end,0
4456,Benny Dayal; Thaikkudam Bridge and Thakara performed in Kochi,0
4457,Food blogger loses his arm while beating coffee to participate in Dalgona Coffee Trend,1
4458,Election Commission directs Congress to conceal Priyanka as she may bias UP voters »,1
4459,CM will speak at right time; governor is from BJP family: Raut,0
4460,HC dismisses PIL against razing of small temples in Vindhyachal,0
4461,Bear Grylls to give IIT Entrance exam after a Pic of IIT KGP mess food with a lizard in it goes viral,1
4462,Bastar brooms storm Delhi market; Abujhmarh women set to expand business,0
4463,1;059 Telangana families have more than one Covid-19 positive member,0
4464,Maharashtra Metro yet to finish ST terminus; maintenance depot in Wakdewadi,0
4465,I wanted to boost the morale of the people: Mahesh Manjrekar,0
4466,Self Help Group removed for midday meal fiasco in Chhattisgarh,0
4467,Hyderabad cools down with sudden showers; rain likely for 2 days,0
4468,Mumbai Police Constable Suspended After Failing To Tweet Around A Trending Meme,1
4469,Arnab Goswami accidentally demands his own resignation after Lalit Modi names him in tweet,1
4470,Anandapuram-Tagarapuvalasa stretch witnesses surge in property prices,0
4471,T-20 specialist Joginder Sharma to be drafted into the playing XI for the Perth Test »,1
4472,Launchpad for Telangana statehood; Osmania campus now Congress den,0
4473,With 4.4 lakh patients; Karnataka tops in active Covid cases,0
4474,“Was Deliberately Rolling Weed In Front Of Camera To Attract More Bollywood Celebrities” says the JNU Student,1
4475,Rajasthan BSP MLA carries pistol in assembly; probe initiated,0
4476,Muslim votes' split triggered saffron surge in Uttar Pradesh,0
4477,Vadra demands law on the âright to be reveredâ for assorted Nobel laureates and his family,1
4478,Hi-tech emergency department at Madhya Pardesh's capital soon,0
4479,Red Label gifts tea packets to Muslims who abused Sara Ali Khan for worshipping Ganesha,1
4480,Online info under RTI: MPHC seeks response from MP govt in 4 weeks,0
4481,John Wright told me I could get hundred tons: Sachin Tendulkar,0
4482,'Harjeeta' poster: Ammy Virk bears an uncanny resemblance to Harjeet Singh Tulli,0
4483,Facebook seeks BJP’s and Shiv Sena’s help in testing its new “post relationship breakup” features,1
4484,"Foreign hand hampering India’s development found, handed over to PM »",1
4485,Hyderabad: Mosque clinic treats 569 dengue; typhoid-hit children in 30 days,0
4486,UP police attach plots of BSP MP Afzal Ansari under Gangster Act,0
4487,From Barun Sobti to Jay Bhanushali: Nine TV heartthrobs to debut in Bollywood,0
4488,Arbaaz Khan: Success and recognition came to me late in life,0
4489,Tiger Shroff gets expensive superhero costume for 'A Flying Jatt',0
4490,The Dog That Indian Student Brought From Ukraine Found Listed On Olx,1
4491,UnReal Toon: #UnitedAAP – The Aam Aadmi Party’s show of unity,1
4492,Airport Authority Mandates Piles Test In Kerala Airports After Gold Smuggling Cases Soar,1
4493,Indian-American among Trump's list of judges to replace Kennedy,0
4494,President Pratibha Patil to embark on a trip to the moon; will allot herself land there »,1
4495,Rajkot Railways collect Rs 77 lakh from ticket-less travellers,0
4496,Haryana agriculture minister inspects land for flower market,0
4497,India’s low cost coders on bench behind AI Bot generated Codes,1
4498,Green Tea Manufacturer Confused After Its Consumer Actually loses Weight,1
4499,Food blogger in trouble after Income Tax dept. likes her post of food accompanied with onion as salad,1
4500,Chargesheet in nine-year-old girl's rape-murder in 30 days: Police,0
4501,Infected Covid-19 warriors defeat virus and fear; set to resume duty,0
4502,Swami's visit accords Rachol seminary Archaeological Survey of India care,0
4503,Zakir Musa's successor among three terrorists killed in Awantipora encounter,0
4504,Meghan Markle to begin bridal procession alone; in bold feminist statement,0
4505,Delhi: 3; including a teen; caught for snatching elderly's chain,0
4506,Family offices look to emerging market equities for yield - report,0
4507,Uttar Pradesh: Dial 100 team saves newlywed from being burnt,0
4508,Indo-Pak diplomatic row: Hina Rabbani sends rakhi to Rahul Gandhi for Raksha Bandhan »,1
4509,JNU Student Seeks Re-Evaluation After Clearing Exams,1
4510,"Digvijaya Singh lashes out at RSS again, after his shoes go missing during his wedding",1
4511,Over Enthusiastic Bride Breaks Her Leg While Trying To Break The Stereotype During Pheras,1
4512,Muslim Man Converts to Hinduism To Demolish Modi’s “Hindu Can Never Be A Terrorist” Claim,1
4513,Woman can reopen criminal case if spouse ill-treats her; says HC,0
4514,DJ Akash Rohira throws party to celebrate 15 years as DJ at a popular nightspot in Kolkata,0
4515,Bains's appointment as Punjab PCA chairman revoked; govt tells HC,0
4516,Bengaluru: Influencer Beats Ambulance Driver For Reaching Late; Influencer’s Mother – The Patient Dies,1
4517,Demon triggers online transactions; but Netizens sitting duck for hackers,0
4518,Shashi Tharoor asked to write ‘Modi is bad’ 100 times as punishment,1
4519,Cyber fraudsters making international purchase; victims unaware,0
4520,High court split over hotel in Bambolim's no-development zone,0
4521,MLA accused of breach says Thane Municipal Corporation chief violated rules,0
4522,"Rahul Gandhi wows Amethi crowd by crooning Rockstar hit number, Sada Haq »",1
4523,"I am Rahul Gandhi’s brother-in-law, I’m not afraid of saying stuff that make no sense – Robert Vadra",1
4524,RS Agarwal to be present in trial court hearings: Calcutta HC,0
4525,Amma agrees to Kerala’s demands on Mullaperiyar after Kerala CM croons “Why this Kolaveri di” »,1
4526,Teenager dumbfounded after middle aged couple asks him to take a photograph of them,1
4527,"Running Out Of Money, Maulana Takes Bank Loan To Announce Bounty on Nupur Sharma",1
4528,"In retaliation to India’s Accidentally Fired Missile, Pakistan Fires Missile, Lands In Pakistan",1
4529,BREAKING: Consensus built between Putin and Kim Jong Un to bring World peace and democracy across the world,1
